StockCode,Description,AvgPrice,TotalQuantitySold,UniqueCustomers
22427,enamel flower jug cream,5.912011331444759,3039,460
22428,enamel fire bucket cream,6.980062893081761,421,126
22429,enamel measuring jug cream,4.252911153119093,2149,364
22430,enamel watering can cream,4.923453947368421,1288,230
22431,watering can blue elephant,1.9602195608782433,3179,269
22432,watering can pink bunny,1.940601851851852,3388,266
22433,watering can green dinosaur,1.9391267605633802,2676,211
22434,balloon pump with 10 balloons,1.9469402985074626,2521,203
22435,set of 9 heart shaped balloons,1.2524008810572689,4716,303
22436,12 coloured party balloons,0.6538461538461539,4157,173
22437,set of 9 black skull balloons,0.8482191780821917,6332,258
22438,balloon art make your own flowers,1.7183823529411764,1323,117
22439,6 rocket balloons,0.6707006369426751,3699,216
22440,balloon water bomb pack of 35,0.41796992481203005,8296,187
22441,grow your own basil in enamel mug,2.0968274111675127,2515,295
22442,grow your own flowers set of 3,7.1531515151515155,858,140
22443,grow your own herbs set of 3,7.914058577405858,648,193
22444,grow your own plant in a can,1.2442249240121581,8960,249
22445,pencil case life is beautiful,2.993963963963964,1174,147
22446,pin cushion russian doll pink,3.305287356321839,333,61
22447,pin cushion russian doll blue,3.2624999999999997,181,41
22448,pin cushion russian doll red,3.2974285714285716,733,79
22449,silk purse russian doll pink,3.337478991596639,1176,155
22450,silk purse russian doll blue,3.345294117647059,802,117
22451,silk purse russian doll red,3.3421182266009852,1243,134
22452,measuring tape russian doll pink,2.919820359281437,901,112
22453,measuring tape russian doll blue,2.9316513761467893,687,78
22454,measuring tape russian doll red,2.9306060606060607,1354,115
22456,natural slate chalkboard large,4.880536912751678,4016,385
22457,natural slate heart chalkboard,2.9584354154032746,14187,874
22458,cast iron hook garden fork,2.5394039735099336,1487,121
22459,cast iron hook garden trowel,2.5354,1336,124
22460,embossed glass tealight holder,1.2678275862068966,4259,206
22461,savoy art deco clock,10.863846153846154,394,82
22464,hanging metal heart lantern,1.6208231707317073,7388,397
22465,hanging metal star lantern,1.5987719298245613,4325,270
22466,fairy tale cottage nightlight,1.9303225806451612,5120,199
22467,gumball coat rack,2.497053191489362,11460,398
22468,babushka lights string of 10,6.662716417910448,1630,196
22469,heart of wicker small,1.6381823174080175,26193,886
22470,heart of wicker large,2.944598990465508,17104,827
22471,tv dinner tray air hostess,4.61344262295082,553,91
22472,tv dinner tray dolly girl,4.844630541871921,1049,131
22473,tv dinner tray vintage paisley,4.595722891566265,732,120
22474,spaceboy tv dinner tray,4.76848167539267,894,144
22475,skull design tv dinner tray,4.7642364532019705,690,115
22476,empire union jack tv dinner tray,4.943121693121693,1221,145
22477,watering can garden marker,1.2514754098360656,2243,155
22478,birdhouse garden marker,1.2521296296296296,2537,176
22479,daisy garden marker,1.251741935483871,1832,129
22480,red tea towel classic design,1.245421686746988,2272,197
22481,black tea towel classic design,1.1506432748538011,1110,132
22482,blue tea towel classic design,1.2416585365853658,2233,154
22483,red gingham teddy bear,2.9489403973509933,1812,223
22485,set of 2 wooden market crates,12.634210526315789,995,280
22486,plasmatronic lamp,10.739600000000001,85,22
22487,white wood garden plant ladder,9.747543209876543,1519,611
22488,natural slate rectangle chalkboard,1.6465243902439022,6453,426
22489,pack of 12 traditional crayons,0.4249434571890145,17090,417
22491,pack of 12 coloured pencils,0.8496438356164384,7322,264
22492,mini paint set vintage,0.6519212598425197,42695,363
22493,paint your own canvas set,1.6665479452054794,4505,244
22494,emergency first aid tin,1.2888215488215486,2502,200
22495,set of 2 round tins camembert,2.8193193717277487,879,165
22496,set of 2 round tins dutch cheese,2.8343428571428575,698,153
22497,set of 2 tins vintage bathroom,4.245145631067961,838,160
22498,wooden regatta bunting,5.943243243243243,991,211
22499,wooden union jack bunting,5.9413679245283015,3165,452
22500,set of 2 tins jardin de provence,4.551123595505618,553,155
22501,picnic basket wicker large,9.797122736418512,2055,346
22502,picnic basket wicker small,7.484467713787086,3046,335
22503,cabin bag vintage paisley,26.92142857142857,105,29
22504,cabin bag vintage retrospot,25.80263157894737,269,55
22505,memo board cottage design,4.918519637462236,3605,397
22507,memo board retrospot  design,4.923924221921516,5208,445
22508,doorstop retrospot heart,3.7782020547945203,2695,400
22509,sewing box retrospot design,14.400867052023122,372,142
22510,doorstop russian doll gingham,3.0741463414634147,308,70
22511,doorstop russian doll retrospot,3.076078431372549,387,90
22512,doorstop racing car design,3.1346031746031744,375,54
22513,doorstop football design,3.7363888888888885,556,106
22514,childs garden spade blue,2.0843005181347154,1022,151
22515,childs garden spade pink,2.081964285714286,990,139
22516,childs garden rake blue,2.0763281250000003,786,106
22517,childs garden rake pink,2.0757600000000003,772,106
22518,childs garden brush blue,2.0763366336633666,1304,141
22519,childs garden brush pink,2.0779024390243905,1320,142
22520,childs garden trowel blue,0.8484431137724551,2185,256
22521,childs garden trowel pink,0.8484242424242425,2196,257
22522,childs garden fork blue,0.8479166666666667,2185,249
22523,childs garden fork pink,0.8483699059561128,2122,248
22524,childrens garden gloves blue,1.2467521367521368,1735,188
22525,childrens garden gloves pink,1.2468464730290456,1741,189
22526,wheelbarrow for children,12.628882978723404,518,153
22528,gardeners kneeling pad,1.2369977924944813,5363,284
22529,magic drawing slate go to the fair,0.417841726618705,2391,114
22530,magic drawing slate dolly girl,0.4165354330708661,9630,285
22531,magic drawing slate circus parade,0.4196480938416422,7696,251
22532,magic drawing slate leap frog,0.4164596273291925,2836,130
22533,magic drawing slate bake a cake,0.41599009900990097,4447,162
22534,magic drawing slate spaceboy,0.4177639751552795,12269,353
22535,magic drawing slate bunnies,0.41780769230769227,4283,204
22536,magic drawing slate purdey,0.4163392857142857,9026,243
22537,magic drawing slate dinosaur,0.4187755102040816,5707,225
22538,mini jigsaw go to the fair,0.41629032258064513,1409,56
22539,mini jigsaw dolly girl,0.41087719298245606,5512,138
22540,mini jigsaw circus parade,0.4154304635761589,6063,114
22541,mini jigsaw leap frog,0.4214634146341464,1192,34
22543,mini jigsaw bake a cake,0.39954022988505744,3198,72
22544,mini jigsaw spaceboy,0.4150381679389313,9209,196
22545,mini jigsaw bunnies,0.4126315789473684,3354,106
22546,mini jigsaw fido,0.4102941176470588,4309,106
22547,mini jigsaw dinosaur,0.42803571428571424,1864,84
22548,heads and tails sporting fun,1.2533419689119172,3315,293
22549,picture dominoes,1.4769090909090907,6222,403
22550,holiday fun ludo,3.7895389048991355,1921,275
22551,plasters in tin spaceboy,1.6505128205128203,14623,616
22553,plasters in tin skulls,1.6473941368078175,7363,507
22554,plasters in tin woodland animals,1.6482718271827181,12824,587
22555,plasters in tin strongman,1.6475454545454544,11276,521
22556,plasters in tin circus parade,1.6515714285714285,13112,591
22557,plasters in tin vintage paisley,1.6611874386653582,9827,580
22558,clothes pegs retrospot pack 24,1.4597565725413828,13410,541
22559,seaside frisbee,1.2754347826086956,1410,118
22560,traditional modelling clay,1.251544227886057,14393,420
22561,wooden school colouring set,1.6494392523364485,11158,556
22562,monsters stencil craft,1.2526575342465753,3938,251
22563,happy stencil craft,1.2477235772357724,5857,293
22564,alphabet stencil craft,1.251884984025559,4526,208
22565,feltcraft hairbands pink  white,0.8842410714285714,1897,173
22566,feltcraft hairband s2 pinkpurple,0.8709019607843137,2750,192
22567,20 dolly pegs retrospot,1.2773563218390804,5385,287
22568,feltcraft cushion owl,3.759832041343669,5312,389
22569,feltcraft cushion butterfly,3.730334302325581,5357,360
22570,feltcraft cushion rabbit,3.7321617647058822,5420,351
22571,rocking horse red christmas,0.8459897172236504,5293,294
22572,rocking horse green christmas,0.846690909090909,3115,211
22573,star wooden christmas decoration,0.8800680272108844,4502,235
22574,heart wooden christmas decoration,0.8735987261146497,4684,253
22575,metal merry christmas wreath,1.9442122186495177,2807,207
22576,swallow wooden christmas decoration,0.87,2905,191
22577,wooden heart christmas scandinavian,0.5792185430463577,13005,517
22578,wooden star christmas scandinavian,0.5453868194842407,12252,484
22579,wooden tree christmas scandinavian,0.5847193347193347,6662,347
22580,advent calendar gingham sack,6.002442159383034,1785,275
22581,wood stocking christmas scandispot,0.8076470588235294,2998,208
22582,pack of 6 sweetie gift boxes,2.5454054054054054,2459,225
22583,pack of 6 handbag gift boxes,2.547466216216216,1764,250
22584,pack of 6 pannetone gift boxes,2.5500579150579146,5019,417
22585,pack of 6 birdy gift tags,1.2484327603640042,16784,612
22586,feltcraft hairband pink and blue,0.8494583333333333,1975,184
22587,feltcraft hairband s2 redblue,0.8489723320158102,1995,194
22588,cardholder gingham heart,2.678472906403941,2643,320
22589,cardholder gingham star,2.724321608040201,1225,170
22591,cardholder gingham christmas tree,2.960285714285714,1284,148
22592,cardholder holly wreath metal,3.8062450592885377,1814,207
22593,christmas gingham star,0.875335463258786,5067,247
22594,christmas gingham tree,0.8803780068728523,4354,232
22595,christmas gingham heart,0.8532000000000001,12076,481
22596,christmas star wish list chalkboard,1.0312713936430318,6080,309
22597,christmas musical zinc heart,0.6424170616113744,4181,167
22598,christmas musical zinc tree,0.6392631578947368,1562,82
22599,christmas musical zinc star,0.6460902255639097,2562,114
22600,christmas retrospot star wood,0.8652285714285713,4594,278
22601,christmas retrospot angel wood,0.8705671641791044,4923,257
22602,christmas retrospot heart wood,0.8512440191387559,6067,305
22603,christmas retrospot tree wood,0.8647249190938511,3949,236
22604,set of 4 napkin charms cutlery,2.536711111111111,1924,162
22605,wooden croquet garden set,13.36233151183971,1710,377
22606,wooden skittles garden set,15.166911764705882,1022,269
22607,wooden rounders garden set,9.09470588235294,2406,419
22608,pens assorted funky jeweled,0.3,5401,75
22609,pens assorted spaceball,0.4026797385620915,6758,118
22610,pens assorted funny face,0.3729017857142857,12170,157
22611,vintage union jack shopping bag,4.908157894736842,896,135
22612,tea cosy vintage union jack,3.746938775510204,988,83
22613,pack of 20 spaceboy napkins,0.8442241379310345,2962,166
22614,pack of 12 spaceboy tissues,0.3218811881188119,5427,222
22615,pack of 12 circus parade tissues,0.3113138686131387,3643,110
22616,pack of 12 london tissues,0.3112962962962963,37084,319
22617,baking set spaceboy design,4.9832170978627675,4165,600
22618,cooking set retrospot,9.865644444444444,696,180
22619,set of 6 soldier skittles,3.8168717948717945,3778,421
22620,4 traditional spinning tops,1.34949177877429,7559,449
22621,traditional knitting nancy,1.5821739130434782,8365,507
22622,box of vintage alphabet blocks,10.414902723735407,2833,346
22623,box of vintage jigsaw blocks,5.319840637450199,2195,334
22624,ivory kitchen scales,8.530816135084429,2916,579
22625,red kitchen scales,8.440307298335467,2360,440
22626,black kitchen scales,8.484852459016393,802,200
22627,mint kitchen scales,8.458121645796064,1476,322
22628,picnic boxes set of 3 retrospot,4.927689243027889,1515,172
22629,spaceboy lunch box,1.9303753351206436,20271,456
22630,dolly girl lunch box,1.9443280632411066,17340,423
22631,circus parade lunchbox,1.940694736842105,5872,271
22632,hand warmer red polka dot,2.084738255033557,10170,438
22633,hand warmer union jack,2.0868471720818293,8364,473
22634,childs breakfast set spaceboy,9.744635193133048,1627,322
22635,childs breakfast set dolly girl,9.789601769911503,1598,325
22636,childs breakfast set circus parade,8.418963282937366,1565,312
22637,piggy bank retrospot,2.5312072434607646,4278,329
22638,set of 4 napkin charms crowns,2.3466101694915253,357,56
22639,set of 4 napkin charms hearts,2.5017716535433068,1598,192
22640,set of 4 napkin charms 3 keys,2.450285714285714,298,58
22641,set of 4 napkin charms instrument,2.4762264150943394,267,49
22642,set of 4 napkin charms stars,2.4238518518518517,959,113
22643,set of 4 napkin charms leaves,2.3596052631578943,405,72
22644,ceramic cherry cake money bank,1.436460554371002,4583,304
22645,ceramic heart fairy cake money bank,1.4296064400715562,4683,341
22646,ceramic strawberry cake money bank,1.4202824858757062,8514,404
22647,ceramic love heart money bank,1.1688235294117648,1042,60
22649,strawberry fairy cake teapot,4.918408551068884,2219,200
22650,ceramic pirate chest money bank,1.4455156950672645,1689,150
22651,gentleman shirt repair kit,0.8756578947368421,2923,112
22652,travel sewing kit,1.6529080932784637,9353,440
22653,button box,1.9430769230769231,2198,156
22654,deluxe sewing kit,5.995225225225226,2045,300
22655,vintage red kitchen cabinet,184.23076923076923,75,45
22656,vintage blue kitchen cabinet,214.86486486486487,45,30
22657,hen  2 chicks in basket,0.85,59,7
22659,lunchbox i love london,1.9257834394904458,15157,294
22660,doormat i love london,7.5822972972972975,831,96
22661,charlotte bag dolly girl design,0.8435359116022099,8034,246
22662,lunch bag dolly girl design,1.6511098527746317,9715,426
22663,jumbo bag dolly girl design,2.007666034155598,5367,268
22664,toy tidy dolly girl design,2.1019662921348314,1304,107
22665,recipe box blue sketchbook design,2.9550097847358123,2535,326
22666,recipe box pantry yellow design,2.953152594887684,9600,701
22667,recipe box retro spot design,2.927349397590362,4793,406
22668,pink baby bunting,2.9567191601049867,3290,296
22669,red baby bunting,2.9428783382789323,2165,263
22670,french wc sign blue metal,1.258913043478261,4283,218
22671,french laundry sign blue metal,1.681204188481675,1618,140
22672,french bathroom sign blue metal,1.6521052631578945,2723,227
22673,french garden sign blue metal,1.2609467455621302,1280,130
